"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","AGtitle","LineNumber","LineNumber","SAG","SAGtitle","IncludeInTOA","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"473",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","120","120","1B5B","Ship Depot Operations Support","Y","Y","U",2015,"Base",NA,NA,1315124,NA,NA
"474",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","130","130","1C1C","Combat Communications","Y","Y","U",2015,"Base",NA,NA,701612,NA,NA
"475",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","140","140","1C2C","Electronic Warfare","Y","Y","U",2015,"Base",NA,NA,91599,NA,NA
"476",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","150","150","1C3C","Space Systems and Surveillance","Y","Y","U",2015,"Base",NA,NA,206862,NA,NA
"477",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","160","160","1C4C","Warfare Tactics","Y","Y","U",2015,"Base",NA,NA,430215,NA,NA
"478",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","170","170","1C5C","Operational Meteorology and Oceanography","Y","Y","U",2015,"Base",NA,NA,338114,NA,NA
"479",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","180","180","1C6C","Combat Support Forces","Y","Y","U",2015,"Base",NA,NA,855494,NA,NA
"480",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","190","190","1C7C","Equipment Maintenance","Y","Y","U",2015,"Base",NA,NA,128486,NA,NA
"481",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","200","200","1C8C","Depot Operations Support","Y","Y","U",2015,"Base",NA,NA,2472,NA,NA
"482",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","210","210","1CCH","Combatant Commanders Core Operations","Y","Y","U",2015,"Base",NA,NA,99724,NA,NA
"483",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","220","220","1CCM","Combatant Commanders Direct Mission Support","Y","Y","U",2015,"Base",NA,NA,79469,NA,NA
"484",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","230","230","1D1D","Cruise Missile","Y","Y","U",2015,"Base",NA,NA,109911,NA,NA
"485",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","240","240","1D2D","Fleet Ballistic Missile","Y","Y","U",2015,"Base",NA,NA,1166823,NA,NA
"486",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","250","250","1D3D","In-Service Weapons Systems Support","Y","Y","U",2015,"Base",NA,NA,104139,NA,NA
"487",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","260","260","1D4D","Weapons Maintenance","Y","Y","U",2015,"Base",NA,NA,510011,NA,NA
"488",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","270","270","1D7D","Other Weapon Systems Support","Y","Y","U",2015,"Base",NA,NA,324861,NA,NA
"489",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","280","280","BSIT","Enterprise Information","Y","Y","U",2015,"Base",NA,NA,876525,NA,NA
"490",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","290","290","BSM1","Sustainment, Restoration and Modernization","Y","Y","U",2015,"Base",NA,NA,1629213,NA,NA
"491",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","300","300","BSS1","Base Operating Support","Y","Y","U",2015,"Base",NA,NA,4321679,NA,NA
"492",2016,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Ready Reserve and Prepositioning Force","310","310","2A1F","Ship Prepositioning and Surge","Y","Y","U",2015,"Base",NA,NA,402026,NA,NA
"493",2016,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Activations/Inactivations","320","320","2B1G","Aircraft Activations/Inactivations","Y","Y","U",2015,"Base",NA,NA,6704,NA,NA
"494",2016,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Activations/Inactivations","330","330","2B2G","Ship Activations/Inactivations","Y","Y","U",2015,"Base",NA,NA,205473,NA,NA
"495",2016,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","340","340","2C1H","Expeditionary Health Services Systems","Y","Y","U",2015,"Base",NA,NA,97095,NA,NA
"496",2016,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","350","350","2C2H","Industrial Readiness","Y","Y","U",2015,"Base",NA,NA,2323,NA,NA
"497",2016,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","360","360","2C3H","Coast Guard Support","Y","Y","U",2015,"Base",NA,NA,20333,NA,NA
"498",2016,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Accession Training","370","370","3A1J","Officer Acquisition","Y","Y","U",2015,"Base",NA,NA,156214,NA,NA
"499",2016,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Accession Training","380","380","3A2J","Recruit Training","Y","Y","U",2015,"Base",NA,NA,8963,NA,NA
"500",2016,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Accession Training","390","390","3A3J","Reserve Officers Training Corps","Y","Y","U",2015,"Base",NA,NA,148116,NA,NA
"501",2016,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","400","400","3B1K","Specialized Skill Training","Y","Y","U",2015,"Base",NA,NA,597618,NA,NA
"502",2016,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","410","410","3B2K","Flight Training","Y","Y","U",2015,"Base",NA,NA,8232,NA,NA
"503",2016,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","420","420","3B3K","Professional Development Education","Y","Y","U",2015,"Base",NA,NA,165214,NA,NA
"504",2016,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","430","430","3B4K","Training Support","Y","Y","U",2015,"Base",NA,NA,183519,NA,NA
"505",2016,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","440","440","3C1L","Recruiting and Advertising","Y","Y","U",2015,"Base",NA,NA,231737,NA,NA
"506",2016,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","450","450","3C3L","Off-Duty and Voluntary Education","Y","Y","U",2015,"Base",NA,NA,115595,NA,NA
"507",2016,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","460","460","3C4L","Civilian Education and Training","Y","Y","U",2015,"Base",NA,NA,67646,NA,NA
"508",2016,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","470","470","3C5L","Junior ROTC","Y","Y","U",2015,"Base",NA,NA,41664,NA,NA
"509",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","480","480","4A1M","Administration","Y","Y","U",2015,"Base",NA,NA,842440,NA,NA
"510",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","490","490","4A2M","External Relations","Y","Y","U",2015,"Base",NA,NA,12807,NA,NA
"511",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","500","500","4A3M","Civilian Manpower and Personnel Management","Y","Y","U",2015,"Base",NA,NA,115062,NA,NA
"512",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","510","510","4A4M","Military Manpower and Personnel Management","Y","Y","U",2015,"Base",NA,NA,342912,NA,NA
"513",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","520","520","4A5M","Other Personnel Support","Y","Y","U",2015,"Base",NA,NA,239784,NA,NA
"514",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","530","530","4A6M","Servicewide Communications","Y","Y","U",2015,"Base",NA,NA,339232,NA,NA
"515",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","540","540","4A8M","Medical Activities","Y","Y","U",2015,"Base",NA,NA,0,NA,NA
"516",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","550","550","4B1N","Servicewide Transportation","Y","Y","U",2015,"Base",NA,NA,172203,NA,NA
"517",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","560","560","4B2E","Environmental Programs","Y","Y","U",2015,"Base",NA,NA,0,NA,NA
"518",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","570","570","4B2N","Planning, Engineering and Design","Y","Y","U",2015,"Base",NA,NA,275952,NA,NA
"519",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","580","580","4B3N","Acquisition and Program Management","Y","Y","U",2015,"Base",NA,NA,1102724,NA,NA
"520",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","590","590","4B5N","Hull, Mechanical and Electrical Support","Y","Y","U",2015,"Base",NA,NA,43232,NA,NA
"521",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","600","600","4B6N","Combat/Weapons Systems","Y","Y","U",2015,"Base",NA,NA,25689,NA,NA
"522",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","610","610","4B7N","Space and Electronic Warfare Systems","Y","Y","U",2015,"Base",NA,NA,72499,NA,NA
"523",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Investigations and Security Programs","620","620","4C1P","Naval Investigative Service","Y","Y","U",2015,"Base",NA,NA,539382,NA,NA
"524",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Support of Other Nations","680","680","4D1Q","International Headquarters and Agencies","Y","Y","U",2015,"Base",NA,NA,4713,NA,NA
"525",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","690","690","4EMM","Cancelled Account Adjustments","Y","Y","U",2015,"Base",NA,NA,0,NA,NA
"526",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","700","700","4EPJ","Judgement Fund","Y","Y","U",2015,"Base",NA,NA,0,NA,NA
"527",2016,"1804N","Operation & Maintenance, Navy","","04","Admin & Srvwd Activities","","","","9999","Classified Programs","Y","Y","U",2015,"Base",NA,NA,521259,NA,NA
"528",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Expeditionary Forces","010","010","1A1A","Operational Forces","Y","Y","U",2015,"Base",NA,NA,710544,NA,NA
"529",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Expeditionary Forces","020","020","1A2A","Field Logistics","Y","Y","U",2015,"Base",NA,NA,902726,NA,NA
"530",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Expeditionary Forces","030","030","1A3A","Depot Maintenance","Y","Y","U",2015,"Base",NA,NA,239058,NA,NA
"531",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","USMC Prepositioning","040","040","1B1B","Maritime Prepositioning","Y","Y","U",2015,"Base",NA,NA,87660,NA,NA
"532",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Base Support","050","050","BSM1","Sustainment, Restoration & Modernization","Y","Y","U",2015,"Base",NA,NA,631319,NA,NA
"533",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Base Support","060","060","BSS1","Base Operating Support","Y","Y","U",2015,"Base",NA,NA,1824009,NA,NA
"534",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Accession Training","070","070","3A1C","Recruit Training","Y","Y","U",2015,"Base",NA,NA,18227,NA,NA
"535",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Accession Training","080","080","3A2C","Officer Acquisition","Y","Y","U",2015,"Base",NA,NA,948,NA,NA
"536",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","090","090","3B1D","Specialized Skill Training","Y","Y","U",2015,"Base",NA,NA,98448,NA,NA
"537",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","100","100","3B3D","Professional Development Education","Y","Y","U",2015,"Base",NA,NA,42305,NA,NA
"538",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","110","110","3B4D","Training Support","Y","Y","U",2015,"Base",NA,NA,327356,NA,NA
"539",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","120","120","3C1F","Recruiting and Advertising","Y","Y","U",2015,"Base",NA,NA,161752,NA,NA
"540",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","130","130","3C2F","Off-Duty and Voluntary Education","Y","Y","U",2015,"Base",NA,NA,19137,NA,NA
"541",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","140","140","3C3F","Junior ROTC","Y","Y","U",2015,"Base",NA,NA,23277,NA,NA
"542",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","150","150","4A3G","Servicewide Transportation","Y","Y","U",2015,"Base",NA,NA,36359,NA,NA
"543",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","160","160","4A4G","Administration","Y","Y","U",2015,"Base",NA,NA,362608,NA,NA
"544",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","180","180","4B3N","Acquisition and Program Management","Y","Y","U",2015,"Base",NA,NA,70515,NA,NA
"545",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","190","190","4EMM","Cancelled Account Adjustment","Y","Y","U",2015,"Base",NA,NA,0,NA,NA
"546",2016,"1106N","Operation & Maintenance, Marine Corps","","04","Admin & Srvwd Activities","","","","9999","Classified Programs","Y","Y","U",2015,"Base",NA,NA,44706,NA,NA
"547",2016,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","010","010","1A1A","Mission and Other Flight Operations","Y","Y","U",2015,"Base",NA,NA,573742,NA,NA
"548",2016,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","020","020","1A3A","Intermediate Maintenance","Y","Y","U",2015,"Base",NA,NA,5948,NA,NA
"549",2016,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","030","030","1A5A","Aircraft Depot Maintenance","Y","Y","U",2015,"Base",NA,NA,84936,NA,NA
"550",2016,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","040","040","1A6A","Aircraft Depot Operations Support","Y","Y","U",2015,"Base",NA,NA,353,NA,NA
"551",2016,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","050","050","1A9A","Aviation Logistics","Y","Y","U",2015,"Base",NA,NA,7007,NA,NA
"552",2016,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Ship Operations","060","060","1B1B","Mission and Other Ship Operations","Y","Y","U",2015,"Base",NA,NA,8190,NA,NA
"553",2016,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Ship Operations","070","070","1B2B","Ship Operations Support & Training","Y","Y","U",2015,"Base",NA,NA,556,NA,NA
"554",2016,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Ship Operations","080","080","1B4B","Ship Depot Maintenance","Y","Y","U",2015,"Base",NA,NA,4571,NA,NA
