"ID","SourceFiscalYear","AccountDSI","TreasuryAgencyCode","MainAccountCode","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","LineNumber","ProgramElement","ProgramElementTitle","IncludeInTOA","Classified","FiscalYear","OriginType","PBtotal","PBtype","EnactedTotal","EnactedType","SpecialType","ActualTotal"
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","06","Management Support",153,"0605502D8Z","Small Business Innovative Research","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DARPA","06","Management Support",154,"0605502E","Small Business Innovative Research","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DTIC","06","Management Support",155,"0605502KA","Small Business Innovative Research","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DLA","06","Management Support",156,"0605502S","Small Business Innovative Research","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DSCA","06","Management Support",157,"0605502T","Small Business Innovative Research","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","06","Management Support",158,"0605790D8Z","Small Business Innovation Research (SBIR)/ Small Business Technology Transfer","Y","U",2016,"Base",,,,2166,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","06","Management Support",159,"0605798D8Z","Defense Technology Analysis","Y","U",2016,"Base",,,,115933,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DTIC","06","Management Support",160,"0605801KA","Defense Technical Information Center (DTIC)","Y","U",2016,"Base",,,,56775,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DHRA","06","Management Support",161,"0605803SE","R&D in Support of DoD Enlistment, Testing and Evaluation","Y","U",2016,"Base",,,,7924,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","06","Management Support",162,"0605804D8Z","Development Test and Evaluation","Y","U",2016,"Base",,,,21337,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DARPA","06","Management Support",163,"0605898E","Management HQ - R&D","Y","U",2016,"Base",,,,71571,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DTIC","06","Management Support",164,"0605998KA","Management HQ - Defense Technical Information Center (DTIC)","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","06","Management Support",165,"0606100D8Z","Budget and Program Assessments","Y","U",2016,"Base",,,,4116,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","06","Management Support",166,"0203345D8Z","Defense Operations Security Initiative (DOSI)","Y","U",2016,"Base",,,,1943,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","TJS","06","Management Support",167,"0204571J","Joint Staff Analytical Support","Y","U",2016,"Base",,,,5983,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","TJS","06","Management Support",170,"0303166J","Support to Information Operations (IO) Capabilities","Y","U",2016,"Base",,,,10404,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","06","Management Support",171,"0303260D8Z","Defense Military Deception Program Office (DMDPO)","Y","U",2016,"Base",,,,971,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DISA","06","Management Support",172,"0305172K","Combined Advanced Applications","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","06","Management Support",173,"0305193D8Z","Cyber Intelligence","Y","U",2016,"Base",,,,6567,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","06","Management Support",175,"0804767D8Z","COCOM Exercise Engagement and Training Transformation (CE2T2) - MHA","Y","U",2016,"Base",,,,42679,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","06","Management Support",176,"0901598C","Management HQ - MDA","Y","U",2016,"Base",,,,35871,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","WHS","06","Management Support",177,"0901598D8W","Management Headquarters WHS","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","WHS","06","Management Support",178,"0903230D8W","WHS - Mission Operations Support - IT","Y","U",2016,"Base",,,,975,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","WHS","06","Management Support",179,"0903235D8W","Joint Service Provider (JSP)","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","06","Management Support",180,"0909999D8Z","Financing for Cancelled Account Adjustments","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","","06","Management Support",,"9999999999","Classified Programs","Y","U",2016,"Base",,,,49500,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DSS","07","Operational System Development",181,"0604130V","Enterprise Security System (ESS)","Y","U",2016,"Base",,,,5929,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DSCA","07","Operational System Development",182,"0605127T","Regional International Outreach (RIO) and Partnership for Peace Information Mana","Y","U",2016,"Base",,,,1750,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DSCA","07","Operational System Development",183,"0605147T","Overseas Humanitarian Assistance Shared Information System (OHASIS)","Y","U",2016,"Base",,,,294,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","07","Operational System Development",184,"0607210D8Z","Industrial Base Analysis and Sustainment Support","Y","U",2016,"Base",,,,22532,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","07","Operational System Development",185,"0607310D8Z","CWMD Systems: Operational Systems Development","Y","U",2016,"Base",,,,1898,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DSCA","07","Operational System Development",186,"0607327T","Global Theater Security Cooperation Management Information Systems (G-TSCMIS)","Y","U",2016,"Base",,,,8466,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","CBDP","07","Operational System Development",187,"0607384BP","Chemical and Biological Defense (Operational Systems Development)","Y","U",2016,"Base",,,,33561,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","TJS","07","Operational System Development",188,"0607828J","Joint Integration and Interoperability","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","TJS","07","Operational System Development",189,"0208043J","Planning and Decision Aid System (PDAS)","Y","U",2016,"Base",,,,1842,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DISA","07","Operational System Development",190,"0208045K","C4I Interoperability","Y","U",2016,"Base",,,,63341,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DISA","07","Operational System Development",192,"0301144K","Joint/Allied Coalition Information Sharing","Y","U",2016,"Base",,,,1845,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DISA","07","Operational System Development",196,"0302016K","National Military Command System-Wide Support","Y","U",2016,"Base",,,,963,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DISA","07","Operational System Development",197,"0302019K","Defense Info Infrastructure Engineering and Integration","Y","U",2016,"Base",,,,10120,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DISA","07","Operational System Development",198,"0303126K","Long-Haul Communications - DCS","Y","U",2016,"Base",,,,36830,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DISA","07","Operational System Development",199,"0303131K","Minimum Essential Emergency Communications Network (MEECN)","Y","U",2016,"Base",,,,13735,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","NSA","07","Operational System Development",200,"0303135G","Public Key Infrastructure (PKI)","Y","U",2016,"Base",,,,6101,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","NSA","07","Operational System Development",201,"0303136G","Key Management Infrastructure (KMI)","Y","U",2016,"Base",,,,43867,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","07","Operational System Development",202,"0303140D8Z","Information Systems Security Program","Y","U",2016,"Base",,,,8940,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","NSA","07","Operational System Development",203,"0303140G","Information Systems Security Program","Y","U",2016,"Base",,,,161890,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DISA","07","Operational System Development",204,"0303150K","Global Command and Control System","Y","U",2016,"Base",,,,21503,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DISA","07","Operational System Development",205,"0303153K","Defense Spectrum Organization","Y","U",2016,"Base",,,,20298,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DISA","07","Operational System Development",206,"0303170K","Net-Centric Enterprise Services (NCES)","Y","U",2016,"Base",,,,444,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DISA","07","Operational System Development",207,"0303228K","Joint Information Environment (JIE)","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","07","Operational System Development",208,"0303260D8Z","Defense Military Deception Program Office (DMDPO)","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DISA","07","Operational System Development",209,"0303430K","Federal Investigative Services Information Technology","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DISA","07","Operational System Development",210,"0303610K","Teleport Program","Y","U",2016,"Base",,,,1736,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","SOCOM","07","Operational System Development",211,"0304210BB","Special Applications for Contingencies","Y","U",2016,"Base",,,,65060,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DISA","07","Operational System Development",215,"0305103K","Cyber Security Initiative","Y","U",2016,"Base",,,,2976,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","07","Operational System Development",216,"0305125D8Z","Critical Infrastructure Protection (CIP)","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","07","Operational System Development",220,"0305186D8Z","Policy R&D Programs","Y","U",2016,"Base",,,,4175,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","07","Operational System Development",221,"0305199D8Z","Net Centricity","Y","U",2016,"Base",,,,18095,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","SOCOM","07","Operational System Development",223,"0305208BB","Distributed Common Ground/Surface Systems","Y","U",2016,"Base",,,,5302,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DISA","07","Operational System Development",226,"0305208K","Distributed Common Ground/Surface Systems","Y","U",2016,"Base",,,,3239,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DSS","07","Operational System Development",229,"0305327V","Insider Threat","Y","U",2016,"Base",,,,2533,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","07","Operational System Development",230,"0305387D8Z","Homeland Defense Technology Transfer Program","Y","U",2016,"Base",,,,2116,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","NSA","07","Operational System Development",234,"0305889G","Counterdrug Intelligence Support","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","07","Operational System Development",236,"0307577D8Z","Intelligence Mission Data (IMD)","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DLA","07","Operational System Development",237,"0708011S","Industrial Preparedness","Y","U",2016,"Base",,,,22605,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DLA","07","Operational System Development",238,"0708012S","Pacific Disaster Centers","Y","U",2016,"Base",,,,1770,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DLA","07","Operational System Development",239,"0708047S","Defense Property Accountability System","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","TJS","07","Operational System Development",240,"0902298J","Management HQ - OJCS","Y","U",2016,"Base",,,,2953,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","SOCOM","07","Operational System Development",241,"1105219BB","MQ-9 UAV","Y","U",2016,"Base",,,,22151,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","SOCOM","07","Operational System Development",242,"1105232BB","RQ-11 UAV","Y","U",2016,"Base",,,,758,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","SOCOM","07","Operational System Development",243,"1160279BB","Small Business Innovative Research/Small Bus Tech Transfer Pilot Prog","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","SOCOM","07","Operational System Development",244,"1160403BB","Aviation Systems","Y","U",2016,"Base",,,,179134,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","SOCOM","07","Operational System Development",245,"1160405BB","Intelligence Systems Development","Y","U",2016,"Base",,,,6866,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","SOCOM","07","Operational System Development",246,"1160408BB","Operational Enhancements","Y","U",2016,"Base",,,,63008,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","SOCOM","07","Operational System Development",247,"1160431BB","Warrior Systems","Y","U",2016,"Base",,,,33842,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","SOCOM","07","Operational System Development",248,"1160432BB","Special Programs","Y","U",2016,"Base",,,,3401,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","SOCOM","07","Operational System Development",249,"1160434BB","Unmanned ISR","Y","U",2016,"Base",,,,0,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","SOCOM","07","Operational System Development",250,"1160480BB","SOF Tactical Vehicles","Y","U",2016,"Base",,,,3212,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","SOCOM","07","Operational System Development",251,"1160483BB","Maritime Systems","Y","U",2016,"Base",,,,59597,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","SOCOM","07","Operational System Development",252,"1160489BB","Global Video Surveillance Activities","Y","U",2016,"Base",,,,3933,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","SOCOM","07","Operational System Development",253,"1160490BB","Operational Enhancements Intelligence","Y","U",2016,"Base",,,,10623,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","","07","Operational System Development",,"9999999999","Classified Programs","Y","U",2016,"Base",,,,3426936,,
,2017,"0460D",,,"Operational Test & Eval, Defense","OTE","06","Management Support",1,"0605118OTE","Operational Test and Evaluation","Y","U",2016,"Base",,,,76838,,
,2017,"0460D",,,"Operational Test & Eval, Defense","OTE","06","Management Support",2,"0605131OTE","Live Fire Test and Evaluation","Y","U",2016,"Base",,,,46882,,
,2017,"0460D",,,"Operational Test & Eval, Defense","OTE","06","Management Support",3,"0605814OTE","Operational Test Activities and Analyses","Y","U",2016,"Base",,,,63763,,
,2017,"0107D",,,"Office of the Inspector General","IG","02","RDT&E",1,"0901517X","Inspector General, DoD, Audit, Intelligence and Non-Criminal Investigative Activ","N","U",2016,"Base",,,,2100,,
,2017,"0130D",,,"Defense Health Program","DHA","02","RDT&E",1,"0601101DHA","In-House Laboratory Independent Research","N","U",2016,"Base",,,,4599,,
,2017,"0130D",,,"Defense Health Program","DHA","02","RDT&E",2,"0601117DHA","Basic Operational Medical Research Science","N","U",2016,"Base",,,,9558,,
